喜剧,爱情,动作,科幻,动画,悬疑,犯罪,惊悚,冒险,音乐,历史,奇幻,恐怖,战争,传记,歌舞,武侠,情色,灾难,西部,纪录片,短片,未知
0.107,0.111,0.063,0.051,0.081,0.063,0.083,0.067,0.101,0.018,0.02,0.089,0.004,0.028,0.03,0.014,0.008,0.006,0.004,0.004,0.002,0.0,0.045
