movie_name,movie_href,movie_comment_num,movie_year,movie_country,movie_type,stars5,stars4,stars3,stars2,stars1,star1_cnt,star2_cnt,star3_cnt,star4_cnt,star5_cnt,smooth_score,raw_avg
达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/,506060,2013,美国,传记 同性,50.4,41.6,7.5,0.4,0.1,50606,202424,3795450,21052096,25505424,4.497306120376759,441.8
菊次郎的夏天,https://movie.douban.com/subject/1293359/,672954,1999,日本,喜剧,54.6,35.7,8.7,0.8,0.2,134591,538363,5854700,24024458,36743288,4.497303517029172,443.70000000000005
哈利·波特与密室,https://movie.douban.com/subject/1296996/,913901,2002,英国 美国,奇幻 冒险,54.5,36.5,8.4,0.4,0.1,91390,365560,7676768,33357386,49807604,4.497290826345822,444.6
纵横四海,https://movie.douban.com/subject/1295409/,473836,1991,中国香港,喜剧 动作 犯罪,51.7,37.7,9.6,0.8,0.2,94767,379069,4548826,17863617,24497321,4.497268744716363,439.9
致命魔术,https://movie.douban.com/subject/1780330/,962112,2006,英国 美国,悬疑 惊悚,54.5,36.8,7.9,0.6,0.2,192422,577267,7600685,35405722,52435104,4.497263896062911,444.79999999999995
房间,https://movie.douban.com/subject/25724855/,400269,2015,爱尔兰 加拿大 英国 美国,家庭,47.2,43.7,8.5,0.4,0.1,40027,160108,3402286,17491755,18892697,4.497258434200877,437.20000000000005
幸福终点站,https://movie.douban.com/subject/1292274/,641926,2004,美国,喜剧  爱情,52.1,38.6,8.5,0.6,0.1,64193,385156,5456371,24778344,33444345,4.497256719154361,441.70000000000005
布达佩斯大饭店,https://movie.douban.com/subject/11525673/,1082228,2014,美国 德国 英国,喜剧 冒险,55.3,35.7,8.1,0.7,0.2,216446,757560,8766047,38635540,59847208,4.497254719681159,445.20000000000005
萤火之森,https://movie.douban.com/subject/5989818/,610733,2011,日本,爱情 动画 奇幻,54.5,34.2,10.1,0.9,0.3,183220,549660,6168403,20887069,33284948,4.4972544980552085,441.70000000000005
绿皮书,https://movie.douban.com/subject/27060077/,1884810,2018,美国 中国大陆,喜剧 传记 音乐,55.3,37.1,7.1,0.4,0.1,188481,753924,13382151,69926451,104229993,4.497251791743963,447.1
海街日记,https://movie.douban.com/subject/25895901/,521243,2015,日本,家庭,50.4,40.2,8.7,0.6,0.1,52124,312746,4534814,20953969,26270647,4.497250808330757,440.20000000000005
蝙蝠侠：黑暗骑士崛起,https://movie.douban.com/subject/3395373/,813053,2012,美国 英国,动作 科幻 犯罪 惊悚,54.3,35.8,8.9,0.7,0.2,162611,569137,7236172,29107297,44148778,4.497242863551024,443.0
低俗小说,https://movie.douban.com/subject/1291832/,956778,1994,美国,喜剧 犯罪,55.8,34.4,8.7,0.9,0.3,287033,861100,8323969,32913163,53388212,4.497240540737711,444.79999999999995
入殓师,https://movie.douban.com/subject/2149806/,742496,2008,日本,未知,53.0,37.7,8.6,0.6,0.2,148499,445498,6385466,27992099,39352288,4.49722983339487,443.0
被解救的姜戈,https://movie.douban.com/subject/6307447/,692037,2012,美国,动作 西部 冒险,52.0,38.9,8.3,0.6,0.2,138407,415222,5743907,26920239,35985924,4.497224733479872,441.9
谍影重重2,https://movie.douban.com/subject/1308767/,400135,2004,美国 德国,动作 悬疑 惊悚,47.1,42.4,9.8,0.5,0.1,40014,200068,3921323,16965724,18846358,4.497221398111132,435.6
蝴蝶效应,https://movie.douban.com/subject/1292343/,1064830,2004,美国 加拿大,悬疑 科幻 惊悚,54.2,37.1,7.9,0.6,0.2,212966,638898,8412157,39505193,57713786,4.49721620577408,444.5
雨人,https://movie.douban.com/subject/1291870/,443366,1988,美国,未知,47.2,43.1,9.1,0.5,0.1,44337,221683,4034631,19109075,20926875,4.497206414444481,436.8
阳光灿烂的日子,https://movie.douban.com/subject/1291875/,695376,1994,中国大陆 中国香港,爱情,52.5,37.7,8.8,0.7,0.3,208613,486763,6119309,26215675,36507240,4.4972030912272025,441.4
致命ID,https://movie.douban.com/subject/1297192/,946046,2003,美国,悬疑 惊悚,53.1,38.3,7.8,0.6,0.2,189209,567628,7379159,36233562,50235043,4.497197370366921,443.5
头脑特工队,https://movie.douban.com/subject/10533913/,804514,2015,美国,喜剧 动画 冒险,53.9,35.7,9.6,0.7,0.2,160903,563160,7723334,28721150,43363305,4.497190130673385,442.70000000000005
战争之王,https://movie.douban.com/subject/1419936/,415824,2005,美国 德国,犯罪,46.7,42.5,10.0,0.6,0.1,41582,249494,4158240,17672520,19418981,4.497189668071428,434.8
被嫌弃的松子的一生,https://movie.douban.com/subject/1787291/,774427,2006,日本,歌舞,55.0,34.0,9.3,1.2,0.5,387214,929312,7202171,26330518,42593485,4.497182954910241,441.8
无间道2,https://movie.douban.com/subject/1307106/,567183,2003,中国香港,犯罪 惊悚,50.0,39.7,9.6,0.6,0.1,56718,340310,5444957,22517165,28359150,4.497182734128046,438.9
爱在黎明破晓前,https://movie.douban.com/subject/1296339/,799087,1995,美国 奥地利 瑞士,爱情,54.4,34.4,9.8,1.0,0.3,239726,799087,7831053,27488593,43470333,4.497169331645988,441.3
魔女宅急便,https://movie.douban.com/subject/1307811/,524928,1989,日本,动画 奇幻 冒险,48.1,41.7,9.7,0.4,0.1,52493,209971,5091802,21889498,25249037,4.497160551811078,437.3
荒蛮故事,https://movie.douban.com/subject/24750126/,517983,2014,阿根廷 西班牙,喜剧 犯罪,48.1,41.9,9.1,0.7,0.2,103597,362588,4713645,21703488,24914982,4.497156543259049,437.0
大鱼,https://movie.douban.com/subject/1291545/,626943,2003,美国,爱情 奇幻 冒险,51.8,37.1,9.9,0.9,0.3,188083,564249,6206736,23259585,32475647,4.497156182786525,439.20000000000005
禁闭岛,https://movie.douban.com/subject/2334904/,1109477,2010,美国,悬疑 惊悚,52.7,38.9,7.7,0.5,0.1,110948,554738,8542973,43158655,58469438,4.49715466162494,443.3
血钻,https://movie.douban.com/subject/1428175/,422185,2006,美国 德国 英国,惊悚 冒险,44.8,45.1,9.5,0.5,0.1,42218,211092,4010758,19040544,18913888,4.497153735603849,434.0
阳光姐妹淘,https://movie.douban.com/subject/4917726/,638604,2011,韩国,喜剧,51.1,38.0,9.8,0.8,0.2,127721,510883,6258319,24266952,32632664,4.497147221324344,438.7
断背山,https://movie.douban.com/subject/1418834/,782097,2005,美国 加拿大,爱情 同性 家庭,53.5,35.6,9.7,0.8,0.4,312839,625678,7586341,27842653,41842190,4.497143234063589,441.0
情书,https://movie.douban.com/subject/1292220/,1320841,1995,日本,爱情,56.7,32.7,9.3,1.0,0.3,396252,1320841,12283821,43191501,74891685,4.497139089621518,444.5
哈利·波特与火焰杯,https://movie.douban.com/subject/1309055/,800394,2005,英国 美国,悬疑 奇幻 冒险,52.2,37.5,9.6,0.6,0.1,80039,480236,7683782,30014775,41780567,4.49713863976625,441.1
黑客帝国2：重装上阵,https://movie.douban.com/subject/1304141/,455909,2003,美国,动作 科幻,47.7,40.3,11.0,0.9,0.2,91182,410318,5014999,18373133,21746859,4.497129624216509,434.7
加勒比海盗,https://movie.douban.com/subject/1298070/,966533,2003,美国,动作 冒险 奇幻,52.4,38.3,8.7,0.5,0.1,96653,483266,8408837,37018214,50646329,4.4971285465112265,442.4
时空恋旅人,https://movie.douban.com/subject/10577869/,791946,2013,英国 美国,喜剧 爱情 奇幻,52.8,36.2,9.9,0.8,0.2,158389,633557,7840265,28668445,41814749,4.497126798415324,440.3
大佛普拉斯,https://movie.douban.com/subject/27059130/,554386,2017,中国台湾,喜剧,48.6,41.1,9.0,0.9,0.4,221754,498947,4989474,22785265,26943160,4.497116872729088,436.6
请以你的名字呼唤我,https://movie.douban.com/subject/26799731/,823986,2017,意大利 法国 巴西 美国,爱情 同性,54.8,33.3,10.1,1.2,0.5,411993,988783,8322259,27438734,45154433,4.497114951384123,440.4
电锯惊魂,https://movie.douban.com/subject/1417598/,613198,2004,美国,悬疑 惊悚 恐怖,51.0,37.0,10.6,1.0,0.4,245279,613198,6499899,22688326,31273098,4.497093517330145,437.2
新龙门客栈,https://movie.douban.com/subject/1292287/,510388,1992,中国香港 中国大陆,动作 爱情 武侠 古装,46.0,43.3,9.9,0.6,0.1,51039,306233,5052841,22099800,23477848,4.497092615934179,434.2
遗愿清单,https://movie.douban.com/subject/1867345/,538803,2007,美国,冒险 喜剧,47.6,41.2,10.5,0.7,0.1,53880,377162,5657432,22198684,25647023,4.49708969296179,435.8
心迷宫,https://movie.douban.com/subject/25917973/,617778,2014,中国大陆,犯罪 悬疑,48.1,42.4,8.6,0.7,0.3,185333,432445,5312891,26193787,29715122,4.49708842004138,437.6
功夫,https://movie.douban.com/subject/1291543/,1330974,2004,中国大陆 中国香港,动作 喜剧 犯罪 奇幻,55.9,33.4,9.8,0.8,0.2,266195,1064779,13043545,44454532,74401447,4.497086159842029,444.3
无敌破坏王,https://movie.douban.com/subject/6534248/,612358,2012,美国,喜剧 动画 奇幻 冒险,48.7,40.3,10.3,0.6,0.1,61236,367415,6307287,24678027,29821835,4.497083484839113,436.9
人工智能,https://movie.douban.com/subject/1302827/,502950,2001,美国,科幻,48.8,38.3,11.4,1.2,0.3,150885,603540,5733630,19262985,24543960,4.497083083516644,434.1
怪兽电力公司,https://movie.douban.com/subject/1291579/,769871,2001,美国,儿童 喜剧 动画 奇幻 冒险,49.7,40.7,9.2,0.4,0.1,76987,307948,7082813,31333750,38262589,4.497075899598737,439.8
模仿游戏,https://movie.douban.com/subject/10463953/,720028,2014,英国 美国,传记 战争 同性,49.1,41.1,9.2,0.5,0.1,72003,360014,6624258,29593151,35353375,4.49707451053129,438.6
告白,https://movie.douban.com/subject/4268598/,743735,2010,日本,悬疑,51.9,37.0,9.5,1.1,0.5,371868,818109,7065482,27518195,38599846,4.497063573945652,438.7
花样年华,https://movie.douban.com/subject/1291557/,804261,2000,中国香港,爱情,50.6,39.3,9.2,0.7,0.2,160852,562983,7399201,31607457,40695607,4.497057603667571,439.4
岁月神偷,https://movie.douban.com/subject/3792799/,612874,2010,中国香港 中国大陆,家庭,48.6,39.8,10.7,0.8,0.2,122575,490299,6557752,24392385,29785676,4.4970387372896585,436.09999999999997
无耻混蛋,https://movie.douban.com/subject/1438652/,562852,2009,德国 美国,犯罪,47.0,41.6,10.1,0.9,0.3,168856,506567,5684805,23414643,26454044,4.497033792657367,433.8
喜剧之王,https://movie.douban.com/subject/1302425/,1092200,1999,中国香港,喜剧  爱情,52.3,37.9,9.1,0.6,0.1,109220,655320,9939020,41394380,57122060,4.497031299751409,441.7
九品芝麻官,https://movie.douban.com/subject/1297518/,793740,1994,中国香港,喜剧 古装,49.0,41.1,9.4,0.4,0.1,79374,317496,7461156,32622714,38893260,4.497022541893596,438.5
驯龙高手,https://movie.douban.com/subject/2353023/,864488,2010,美国,动画 奇幻 冒险,49.8,40.4,9.3,0.4,0.1,86449,345795,8039738,34925315,43051502,4.497021703356433,439.4
倩女幽魂,https://movie.douban.com/subject/1297447/,835236,1987,中国香港,爱情 奇幻 武侠 古装,49.3,40.9,9.2,0.5,0.1,83524,417618,7684171,34161152,41177135,4.49701014595834,438.79999999999995
疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,618976,2015,澳大利亚 美国,动作 科幻 冒险,49.9,37.0,11.3,1.3,0.5,309488,804669,6994429,22902112,30886902,4.496992529340197,434.5
射雕英雄传之东成西就,https://movie.douban.com/subject/1316510/,717972,1993,中国香港,喜剧 奇幻 武侠 古装,52.9,33.2,11.5,1.7,0.7,502580,1220552,8256678,23836670,37980719,4.4969636138161,435.9
七宗罪,https://movie.douban.com/subject/1292223/,1059504,1995,美国,犯罪 悬疑 惊悚,51.0,39.1,9.0,0.6,0.2,211901,635702,9535536,41426606,54034704,4.4969576410156655,439.8
重庆森林,https://movie.douban.com/subject/1291999/,921799,1994,中国香港,爱情,51.3,37.6,9.9,0.9,0.3,276540,829619,9125810,34659642,47288289,4.496950255126623,438.70000000000005
恐怖直播,https://movie.douban.com/subject/21360417/,728382,2013,韩国,犯罪 悬疑,47.6,41.5,10.0,0.7,0.2,145676,509867,7283820,30227853,34670983,4.496942651493356,435.6
崖上的波妞,https://movie.douban.com/subject/1959877/,575878,2008,日本,动画 奇幻 冒险,45.9,41.1,11.9,0.8,0.2,115176,460702,6852948,23668586,26432800,4.496942055362297,431.4
记忆碎片,https://movie.douban.com/subject/1304447/,669122,2000,美国,犯罪  悬疑 惊悚,47.2,41.2,10.4,0.9,0.3,200737,602210,6958869,27567826,31582558,4.496932896701238,434.1
青蛇,https://movie.douban.com/subject/1303394/,601609,1993,中国香港 中国大陆,爱情 奇幻 古装,45.8,41.9,11.4,0.8,0.2,120322,481287,6858343,25207417,27553692,4.496925933684443,432.6
英雄本色,https://movie.douban.com/subject/1297574/,606393,1986,中国香港,动作 犯罪,44.5,43.5,11.4,0.5,0.1,60639,303196,6912880,26378096,26984488,4.496908767623047,431.8
白日梦想家,https://movie.douban.com/subject/2133323/,648147,2013,美国 英国,喜剧 冒险,47.1,39.3,12.3,1.1,0.2,129629,712962,7972208,25472177,30527724,4.496873013325881,432.0
东邪西毒,https://movie.douban.com/subject/1292328/,635755,1994,中国香港 中国台湾,动作 爱情 武侠 古装,47.7,38.3,12.1,1.4,0.5,317878,890057,7692636,24349416,30325514,4.496859932876841,431.29999999999995
冰川时代,https://movie.douban.com/subject/1291578/,686229,2002,美国,喜剧 动画 冒险,44.5,44.3,10.6,0.5,0.1,68623,343114,7274027,30399945,30537190,4.496857853484313,432.6
血观音,https://movie.douban.com/subject/27113517/,561029,2017,中国台湾,悬疑,42.5,45.1,11.2,0.9,0.3,168309,504926,6283525,25302408,23843732,4.496851770892453,428.6
波西米亚狂想曲,https://movie.douban.com/subject/5300054/,690471,2018,英国 美国,传记 同性 音乐,47.7,38.7,12.1,1.2,0.3,207141,828565,8354699,26721228,32935467,4.496841664107695,432.3
傲慢与偏见,https://movie.douban.com/subject/1418200/,933054,2005,法国 英国 美国,爱情,49.3,39.4,10.3,0.8,0.2,186611,746443,9610456,36762328,45999562,4.4968406024663246,436.8
阿凡达,https://movie.douban.com/subject/1652587/,1581897,2009,美国,动作 科幻 冒险,54.4,34.7,9.9,0.8,0.3,474569,1265518,15660780,54891826,86055197,4.496828364548117,442.4
爆裂鼓手,https://movie.douban.com/subject/25773932/,691517,2014,美国,音乐,46.9,40.2,11.2,1.2,0.5,345758,829820,7744990,27798983,32432147,4.496820592775126,431.8
奇迹男孩,https://movie.douban.com/subject/26787574/,601119,2017,美国 中国香港,儿童 家庭,42.7,44.4,12.1,0.7,0.1,60112,420783,7273540,26689684,25667781,4.49681325061675,428.9
三块广告牌,https://movie.douban.com/subject/26611804/,920238,2017,英国 美国,犯罪,46.8,43.4,8.9,0.7,0.2,184048,644167,8190118,39938329,43067138,4.496802261605065,435.9
小姐,https://movie.douban.com/subject/25977027/,576431,2016,韩国,悬疑 情色 同性,43.0,43.1,12.6,1.1,0.3,172929,634074,7263031,24844176,24786533,4.496787881704121,427.7
色，戒,https://movie.douban.com/subject/1828115/,960242,2007,中国台湾 中国大陆 美国 中国香港,爱情 情色,49.5,38.6,10.8,0.8,0.3,288073,768194,10370614,37065341,47531979,4.496787047045416,436.20000000000005
海边的曼彻斯特,https://movie.douban.com/subject/25980443/,653303,2016,美国,家庭,43.9,43.3,11.5,1.0,0.2,130661,653303,7512984,28288020,28680002,4.496786378670697,429.4
超能陆战队,https://movie.douban.com/subject/11026735/,1143356,2014,美国,喜剧 动作 科幻 动画 冒险,49.4,40.1,9.8,0.6,0.1,114336,686014,11204889,45848576,56481786,4.496769967703861,438.1
消失的爱人,https://movie.douban.com/subject/21318488/,1072526,2014,美国,犯罪 悬疑 惊悚,47.7,42.6,8.9,0.6,0.2,214505,643516,9545481,45689608,51159490,4.496749183296578,437.0
血战钢锯岭,https://movie.douban.com/subject/26325320/,859640,2016,澳大利亚 美国,传记 历史 战争,46.4,41.6,10.8,0.9,0.2,171928,773676,9284112,35761024,39887296,4.496718780726603,432.8
小丑,https://movie.douban.com/subject/27119724/,1125555,2019,美国 加拿大,犯罪 惊悚,51.0,37.3,10.0,1.1,0.6,675333,1238110,11255550,41983202,57403305,4.49671036563244,437.0
哈利·波特与死亡圣器(上),https://movie.douban.com/subject/2051007/,696382,2010,英国 美国,奇幻 冒险,45.3,40.2,13.1,1.1,0.3,208915,766020,9122604,27994556,31546105,4.496706697786534,429.1
小偷家族,https://movie.douban.com/subject/27622447/,895563,2018,日本,犯罪 家庭,45.1,44.7,9.4,0.7,0.2,179113,626894,8418292,40031666,40389891,4.496705415094189,434.1
疯狂原始人,https://movie.douban.com/subject/1907966/,921450,2013,美国,喜剧 动画 冒险,46.7,41.3,11.2,0.6,0.1,92145,552870,10320240,38055885,43031715,4.49670271245515,433.59999999999997
寄生虫,https://movie.douban.com/subject/27010768/,1545640,2019,韩国,未知,50.4,40.9,7.9,0.6,0.3,463692,927384,12210556,63216676,77900256,4.496702040025241,440.8
彗星来的那一夜,https://movie.douban.com/subject/25807345/,685156,2013,美国 英国,科幻 悬疑 惊悚,44.0,42.6,11.8,1.2,0.4,274062,822187,8084841,29187646,30146864,4.496700233264774,428.6
唐伯虎点秋香,https://movie.douban.com/subject/1306249/,1222310,1993,中国香港,喜剧 爱情 古装,49.2,40.0,10.0,0.6,0.1,122231,733386,12223100,48892400,60137652,4.496692492016322,437.3
天使爱美丽,https://movie.douban.com/subject/1292215/,1020713,2001,法国 德国,喜剧 爱情,50.0,36.7,11.8,1.2,0.3,306214,1224856,12044413,37460167,51035650,4.496663266320257,434.90000000000003
哈利·波特与凤凰社,https://movie.douban.com/subject/1457217/,696181,2007,英国 美国,奇幻 冒险,44.5,40.3,14.0,1.0,0.2,139236,696181,9746534,28056094,30980054,4.4966585697733175,427.9
蜘蛛侠：平行宇宙,https://movie.douban.com/subject/26374197/,757514,2018,美国,动作 科幻 动画 冒险,44.1,42.2,12.5,0.9,0.2,151503,681763,9468925,31967091,33406367,4.4966404791048475,428.8
看不见的客人,https://movie.douban.com/subject/26580232/,1436287,2016,西班牙,犯罪 悬疑 惊悚,48.8,41.5,9.1,0.5,0.1,143629,718144,13070212,59605910,70090806,4.496599304694131,438.4
剪刀手爱德华,https://movie.douban.com/subject/1292370/,1119839,1990,美国,爱情 奇幻,48.2,39.9,10.9,0.8,0.2,223968,895871,12206245,44681576,53976240,4.496591664708847,435.1
花束般的恋爱,https://movie.douban.com/subject/34874432/,828034,2021,日本,爱情,45.1,41.8,11.7,1.1,0.4,331214,910837,9687998,34611821,37344333,4.496590758970404,430.4
贫民窟的百万富翁,https://movie.douban.com/subject/2209573/,807228,2008,英国,爱情,42.9,44.7,11.5,0.7,0.2,161446,565060,9283122,36083092,34630081,4.49658878062467,429.4
神偷奶爸,https://movie.douban.com/subject/3287562/,1046407,2010,美国 法国,喜剧 动画 冒险,45.6,43.3,10.5,0.5,0.1,104641,523204,10987274,45309423,47716159,4.496574838102243,433.79999999999995
心灵奇旅,https://movie.douban.com/subject/24733428/,1142241,2020,美国,动画 奇幻 音乐,48.9,38.4,11.8,0.8,0.2,228448,913793,13478444,43862054,55855585,4.496556362724601,435.3
恋恋笔记本,https://movie.douban.com/subject/1309163/,748587,2004,美国,爱情,44.2,40.0,13.9,1.5,0.4,299435,1122880,10405359,29943480,33087545,4.496514561010029,426.1
疯狂的石头,https://movie.douban.com/subject/1862151/,926273,2006,中国大陆 中国香港,喜剧 犯罪,44.3,42.8,11.7,0.9,0.2,185255,833646,10837394,39644484,41033894,4.496494841315796,429.79999999999995
黑天鹅,https://movie.douban.com/subject/1978709/,847288,2010,美国,惊悚,42.3,45.0,11.6,0.8,0.3,254186,677830,9828541,38127960,35840282,4.4964830209352,428.2
火星救援,https://movie.douban.com/subject/25864085/,833228,2015,英国 美国 匈牙利 约旦,科幻 冒险,40.0,47.9,11.3,0.6,0.2,166646,499937,9415476,39911621,33329120,4.496437803073719,426.9
真爱至上,https://movie.douban.com/subject/1292401/,808948,2003,英国 美国 法国,喜剧  爱情,45.1,38.0,14.6,1.8,0.6,485369,1456106,11810641,30740024,36483555,4.496383182395205,425.5
源代码,https://movie.douban.com/subject/3075287/,926466,2011,美国 加拿大,科幻 悬疑 惊悚,40.9,47.0,11.4,0.6,0.1,92647,555880,10561712,43543902,37892459,4.496374116945847,428.0
冰雪奇缘,https://movie.douban.com/subject/4202982/,829974,2013,美国,喜剧 动画 奇幻 歌舞,40.6,45.3,13.1,0.8,0.2,165995,663979,10872659,37597822,33696944,4.496365260462282,425.29999999999995
恐怖游轮,https://movie.douban.com/subject/3011051/,990189,2009,英国 澳大利亚,科幻 悬疑 奇幻 惊悚,43.1,42.6,12.8,1.2,0.3,297057,1188227,12674419,42182051,42677146,4.496237194674554,427.0
釜山行,https://movie.douban.com/subject/25986180/,1349574,2016,韩国,动作 惊悚 灾难,44.1,43.9,10.9,0.8,0.3,404872,1079659,14710357,59246299,59516213,4.496056247340588,430.7
头号玩家,https://movie.douban.com/subject/4920389/,1516488,2018,美国,动作 科幻 冒险,48.1,38.0,12.1,1.3,0.4,606595,1971434,18349505,57626544,72943073,4.496009823156405,431.8
初恋这件小事,https://movie.douban.com/subject/4739952/,1052218,2010,泰国,喜剧 爱情,42.4,41.5,14.5,1.3,0.3,315665,1367883,15257161,43667047,44614043,4.495998050223722,424.4
爱乐之城,https://movie.douban.com/subject/25934014/,1115446,2016,美国,爱情 歌舞,43.7,37.8,15.8,2.2,0.6,669268,2453981,17624047,42163859,48744990,4.495728887992389,422.1
你的名字。,https://movie.douban.com/subject/26683290/,1592708,2016,日本,爱情 动画,43.5,38.7,15.8,1.6,0.4,637083,2548333,25164786,61637800,69282798,4.4951126533214385,423.3
